area,bedrooms,bathrooms,location,price
1860.0,2.0,3.0,Nagaland,13437279.0
939.0,3.0,3.0,Dadra and Nagar Haveli and Daman and Diu,7580430.0
849.0,5.0,6.0,Punjab,7017434.0
2266.0,5.0,4.0,Lakshadweep,19483694.0
1343.0,4.0,5.0,Kerala,16691754.0
590.0,4.0,3.0,Chandigarh,7974717.0
1787.0,2.0,3.0,Odisha,9932763.0
2548.0,2.0,1.0,Chandigarh,20697122.0
2209.0,3.0,3.0,Karnataka,39680349.0
1456.0,3.0,2.0,Tamil Nadu,18251366.0
1471.0,3.0,2.0,Uttar Pradesh,7983156.0
2012.0,3.0,4.0,West Bengal,14109972.0
1897.0,2.0,3.0,Uttarakhand,10538892.0
1303.0,3.0,2.0,Maharashtra,17375088.0
1702.0,2.0,1.0,Dadra and Nagar Haveli and Daman and Diu,11652516.0
1651.0,2.0,3.0,Tamil Nadu,18350360.0
1778.0,2.0,3.0,Rajasthan,11340348.0
1506.0,2.0,1.0,West Bengal,10439038.0
1951.0,4.0,4.0,Mizoram,12422391.0
2187.0,3.0,2.0,Chandigarh,18880112.0
2037.0,2.0,3.0,Lakshadweep,13393179.0
1970.0,4.0,4.0,Kerala,21111504.0
2493.0,3.0,2.0,Tamil Nadu,31169925.0
1127.0,1.0,1.0,Jharkhand,5468837.0
2144.0,2.0,2.0,Haryana,20891816.0
1545.0,2.0,3.0,Arunachal Pradesh,10257166.0
3138.0,3.0,2.0,Tamil Nadu,43348649.0
899.0,2.0,3.0,Punjab,6223385.0
856.0,1.0,1.0,Andhra Pradesh,5017762.0
1499.0,1.0,2.0,Karnataka,13676774.0
1993.0,3.0,4.0,Ladakh,19588300.0
2309.0,1.0,1.0,Kerala,18536825.0
1425.0,4.0,3.0,Uttar Pradesh,10892791.0
1803.0,2.0,3.0,Chandigarh,20054449.0
1963.0,3.0,2.0,Haryana,18401615.0
1995.0,3.0,2.0,Chhattisgarh,16275684.0
1244.0,3.0,3.0,Delhi,19617444.0
1865.0,1.0,2.0,Tripura,12160169.0
2331.0,4.0,5.0,Uttar Pradesh,17111750.0
1615.0,4.0,4.0,Andhra Pradesh,9601849.0
1428.0,1.0,1.0,Meghalaya,9225612.0
1469.0,2.0,2.0,Delhi,17863620.0
1776.0,4.0,5.0,Chhattisgarh,13454967.0
1672.0,3.0,2.0,Gujarat,19570576.0
1404.0,2.0,2.0,Chhattisgarh,8182490.0
1045.0,2.0,1.0,Ladakh,7617108.0
1166.0,3.0,2.0,West Bengal,8700887.0
1388.0,3.0,2.0,Manipur,8441679.0
1999.0,3.0,4.0,Puducherry,14874442.0
2208.0,5.0,6.0,Ladakh,27961671.0
1910.0,3.0,2.0,Andaman and Nicobar Islands,13747874.0
1859.0,2.0,3.0,Assam,14447985.0
1460.0,3.0,3.0,Goa,22291680.0
2115.0,2.0,3.0,Delhi,26419711.0
1461.0,2.0,3.0,Tamil Nadu,13120505.0
1149.0,1.0,1.0,Tamil Nadu,10523421.0
1755.0,2.0,3.0,Tamil Nadu,23908662.0
552.0,3.0,3.0,Meghalaya,3270987.0
874.0,1.0,1.0,Maharashtra,8867617.0
2032.0,3.0,2.0,Mizoram,14844036.0
998.0,3.0,4.0,Jharkhand,8851928.0
2139.0,3.0,3.0,Nagaland,14497421.0
2773.0,4.0,4.0,Rajasthan,20624517.0
1969.0,4.0,3.0,Punjab,15261543.0
1987.0,3.0,4.0,Meghalaya,15612865.0
2108.0,2.0,1.0,Arunachal Pradesh,12910446.0
1243.0,3.0,2.0,Puducherry,9824552.0
2117.0,3.0,3.0,Jammu and Kashmir,17149310.0
1085.0,2.0,3.0,Puducherry,7440360.0
966.0,1.0,1.0,Madhya Pradesh,5820724.0
1066.0,2.0,1.0,Telangana,11690522.0
2033.0,3.0,3.0,Himachal Pradesh,20051186.0
2036.0,2.0,1.0,Uttar Pradesh,12931736.0
1619.0,2.0,2.0,Tamil Nadu,21267083.0
1290.0,4.0,3.0,Haryana,15048539.0
1920.0,4.0,3.0,Ladakh,19264547.0
1659.0,2.0,1.0,Madhya Pradesh,9566566.0
2655.0,4.0,5.0,Punjab,20417581.0
1380.0,1.0,2.0,Nagaland,9464905.0
1912.0,4.0,4.0,Tamil Nadu,30620235.0
2194.0,5.0,5.0,Jammu and Kashmir,20940450.0
1133.0,1.0,2.0,Lakshadweep,6922389.0
1957.0,4.0,3.0,Karnataka,20153411.0
1916.0,5.0,5.0,Tripura,15770911.0
2725.0,4.0,5.0,Gujarat,36957354.0
749.0,5.0,6.0,Manipur,6713542.0
1990.0,3.0,2.0,Bihar,14167466.0
1068.0,1.0,2.0,Tamil Nadu,7522883.0
1823.0,4.0,4.0,Jammu and Kashmir,17232931.0
2681.0,3.0,4.0,Himachal Pradesh,25889613.0
1385.0,3.0,2.0,Maharashtra,18951812.0
1391.0,2.0,2.0,Ladakh,12413091.0
1743.0,3.0,4.0,Tamil Nadu,23650393.0
1618.0,2.0,1.0,Madhya Pradesh,9895618.0
1590.0,3.0,4.0,Lakshadweep,10072173.0
674.0,1.0,1.0,Assam,3760661.0
1610.0,3.0,4.0,Andaman and Nicobar Islands,10301628.0
2681.0,4.0,4.0,Jharkhand,16817216.0
1678.0,3.0,2.0,West Bengal,10245608.0
1804.0,3.0,2.0,Uttar Pradesh,14956813.0
1411.0,2.0,3.0,Meghalaya,9228675.0
2205.0,5.0,4.0,Meghalaya,19418081.0
2473.0,3.0,3.0,Jharkhand,16894076.0
1430.0,2.0,1.0,Chhattisgarh,7005907.0
1267.0,2.0,3.0,Andaman and Nicobar Islands,9527048.0
1914.0,2.0,2.0,Himachal Pradesh,11320716.0
1286.0,3.0,4.0,Haryana,13228236.0
1773.0,5.0,4.0,Chhattisgarh,15112642.0
1954.0,3.0,2.0,Goa,26024266.0
1431.0,2.0,2.0,Andaman and Nicobar Islands,8490629.0
1949.0,4.0,4.0,Manipur,12244249.0
2297.0,2.0,3.0,Uttar Pradesh,14035022.0
2143.0,4.0,5.0,Nagaland,16227739.0
554.0,2.0,3.0,Kerala,4965735.0
2079.0,3.0,2.0,Karnataka,30080292.0
1886.0,4.0,3.0,Haryana,18369247.0
1548.0,2.0,3.0,Chandigarh,15846630.0
1723.0,3.0,3.0,Manipur,12781711.0
2146.0,5.0,6.0,Maharashtra,40208051.0
1474.0,2.0,2.0,Andaman and Nicobar Islands,9427936.0
1743.0,2.0,1.0,Jharkhand,11908871.0
1421.0,3.0,3.0,Gujarat,14806975.0
1088.0,2.0,3.0,Chhattisgarh,7738269.0
2623.0,1.0,1.0,Odisha,12297624.0
1274.0,3.0,2.0,Lakshadweep,6112034.0
2275.0,4.0,3.0,Meghalaya,18548948.0
1112.0,2.0,3.0,Odisha,7906071.0
1368.0,2.0,3.0,West Bengal,9775355.0
1098.0,4.0,5.0,Rajasthan,8559906.0
1269.0,3.0,2.0,Meghalaya,10500901.0
2265.0,4.0,4.0,Telangana,31843278.0
2014.0,3.0,4.0,Ladakh,19633863.0
2433.0,5.0,5.0,West Bengal,23042432.0
874.0,3.0,3.0,Punjab,7675023.0
2350.0,2.0,2.0,Mizoram,14693885.0
1118.0,4.0,3.0,Tripura,8036868.0
2284.0,3.0,2.0,Lakshadweep,13151186.0
1917.0,2.0,3.0,Odisha,15372960.0
1530.0,2.0,1.0,Gujarat,14659224.0
1046.0,3.0,2.0,Uttarakhand,9528782.0
1281.0,1.0,1.0,Meghalaya,10067771.0
1340.0,2.0,3.0,Rajasthan,9411726.0
1503.0,2.0,2.0,Kerala,12047076.0
1638.0,3.0,3.0,Telangana,21497189.0
350.0,2.0,2.0,Arunachal Pradesh,2008884.0
1878.0,3.0,2.0,Bihar,12557285.0
1503.0,2.0,1.0,Lakshadweep,8925627.0
895.0,1.0,1.0,Puducherry,4758774.0
1608.0,3.0,4.0,Sikkim,12427332.0
1403.0,2.0,3.0,Karnataka,20855497.0
1390.0,3.0,2.0,Mizoram,10107732.0
350.0,2.0,1.0,Madhya Pradesh,2124908.0
1526.0,1.0,1.0,Uttarakhand,11719760.0
2079.0,2.0,3.0,Mizoram,14848488.0
1141.0,3.0,3.0,Karnataka,15842367.0
1027.0,2.0,3.0,Uttarakhand,9247007.0
1426.0,4.0,4.0,Assam,11678286.0
852.0,2.0,3.0,West Bengal,6222738.0
1141.0,3.0,3.0,Chandigarh,13237396.0
1326.0,3.0,2.0,Gujarat,13870410.0
1605.0,1.0,2.0,Sikkim,11500383.0
1617.0,3.0,4.0,Puducherry,14431246.0
1085.0,2.0,3.0,Uttarakhand,8509506.0
2743.0,3.0,4.0,Puducherry,21653408.0
1569.0,2.0,1.0,Meghalaya,10276847.0
1636.0,4.0,3.0,Himachal Pradesh,14556783.0
2312.0,5.0,5.0,Andaman and Nicobar Islands,18456839.0
1008.0,1.0,1.0,Bihar,5520933.0
999.0,3.0,3.0,Gujarat,10001526.0
2549.0,4.0,3.0,Andhra Pradesh,16403299.0
1566.0,2.0,2.0,Lakshadweep,9383212.0
1719.0,4.0,4.0,Punjab,14297767.0
1600.0,3.0,3.0,Uttarakhand,16513828.0
2518.0,4.0,5.0,Ladakh,27499672.0
1432.0,5.0,5.0,Telangana,16080031.0
1025.0,1.0,1.0,West Bengal,6314196.0
1093.0,3.0,2.0,Tamil Nadu,13216515.0
2428.0,3.0,3.0,Kerala,27238500.0
2011.0,2.0,1.0,Haryana,18309211.0
469.0,2.0,1.0,West Bengal,2858891.0
1200.0,5.0,5.0,Delhi,19343738.0
1187.0,1.0,1.0,Jharkhand,6771370.0
1328.0,3.0,3.0,Arunachal Pradesh,11227539.0
888.0,4.0,3.0,Rajasthan,6910059.0
2245.0,2.0,3.0,Mizoram,17153118.0
2050.0,3.0,4.0,Assam,17200375.0
2152.0,5.0,4.0,Dadra and Nagar Haveli and Daman and Diu,19942132.0
1455.0,3.0,3.0,Madhya Pradesh,8321450.0
1488.0,2.0,2.0,Madhya Pradesh,10968009.0
1143.0,1.0,1.0,Rajasthan,6178711.0
1824.0,5.0,5.0,Goa,32324345.0
1677.0,2.0,3.0,Uttar Pradesh,10013503.0
940.0,3.0,3.0,Kerala,8579284.0
2119.0,2.0,1.0,Sikkim,20133551.0
1340.0,3.0,3.0,Delhi,15941414.0
2853.0,5.0,4.0,Andhra Pradesh,27845370.0
1200.0,3.0,3.0,Andhra Pradesh,8860142.0
1490.0,5.0,4.0,Jammu and Kashmir,14941160.0
821.0,2.0,1.0,Uttarakhand,6271361.0
1488.0,3.0,4.0,Andhra Pradesh,9467801.0
1903.0,4.0,3.0,Jammu and Kashmir,18238647.0
1721.0,3.0,4.0,Assam,11290339.0
1028.0,2.0,3.0,Uttar Pradesh,6619514.0
918.0,4.0,4.0,Nagaland,8220644.0
1465.0,2.0,3.0,Punjab,10205482.0
1421.0,3.0,2.0,Odisha,8201187.0
1951.0,5.0,4.0,Mizoram,18450006.0
2229.0,2.0,1.0,Punjab,13897110.0
1065.0,2.0,2.0,Andaman and Nicobar Islands,6472107.0
1884.0,1.0,1.0,Telangana,21677659.0
1100.0,2.0,3.0,Puducherry,7286798.0
1400.0,2.0,2.0,Puducherry,7827098.0
1581.0,3.0,2.0,Jharkhand,13559597.0
745.0,2.0,3.0,Rajasthan,5025752.0
1987.0,3.0,4.0,Jammu and Kashmir,18259277.0
1484.0,2.0,3.0,Andhra Pradesh,9544166.0
1887.0,2.0,2.0,Tripura,14002244.0
1127.0,2.0,2.0,Delhi,12672185.0
1410.0,3.0,3.0,Assam,8361731.0
1074.0,3.0,4.0,Meghalaya,7438451.0
2139.0,2.0,1.0,Delhi,28564491.0
1597.0,4.0,5.0,Tamil Nadu,26979376.0
1997.0,3.0,2.0,Karnataka,25089109.0
2051.0,2.0,2.0,Andaman and Nicobar Islands,15528406.0
2317.0,4.0,3.0,Uttarakhand,24239595.0
1599.0,2.0,2.0,Lakshadweep,10061004.0
631.0,1.0,2.0,Goa,6827548.0
1437.0,3.0,4.0,Nagaland,11263158.0
848.0,2.0,3.0,Madhya Pradesh,5160227.0
1847.0,2.0,1.0,Andhra Pradesh,11531511.0
1733.0,3.0,2.0,Punjab,12616052.0
757.0,2.0,3.0,Jharkhand,4081390.0
1940.0,4.0,4.0,Odisha,15281165.0
667.0,5.0,4.0,Tripura,5514738.0
1678.0,3.0,4.0,Manipur,14212989.0
1187.0,3.0,3.0,Nagaland,6728684.0
2137.0,3.0,2.0,Goa,26427599.0
2287.0,5.0,6.0,Delhi,36200426.0
2282.0,2.0,2.0,Jharkhand,16541888.0
1765.0,2.0,2.0,Tamil Nadu,21069322.0
1395.0,3.0,4.0,Lakshadweep,12785323.0
2106.0,3.0,3.0,Himachal Pradesh,20369257.0
734.0,2.0,2.0,Rajasthan,4536139.0
1343.0,3.0,3.0,Tamil Nadu,18569018.0
1558.0,1.0,1.0,Tripura,8533115.0
834.0,4.0,3.0,Gujarat,10488095.0
1282.0,2.0,3.0,Odisha,7280890.0
740.0,1.0,1.0,Manipur,3814415.0
1599.0,2.0,2.0,Kerala,16021159.0
968.0,2.0,1.0,Jharkhand,6928795.0
1756.0,2.0,1.0,Bihar,8062087.0
1257.0,1.0,1.0,Goa,15463275.0
2190.0,2.0,3.0,Madhya Pradesh,14555446.0
1444.0,2.0,2.0,Telangana,13410746.0
1026.0,2.0,1.0,Telangana,7562042.0
1301.0,2.0,1.0,Chhattisgarh,6628329.0
711.0,2.0,1.0,Nagaland,4426149.0
1881.0,2.0,3.0,Assam,12615008.0
1714.0,2.0,1.0,Nagaland,11508037.0
2430.0,1.0,1.0,Himachal Pradesh,15979178.0
1116.0,2.0,1.0,Kerala,8824614.0
1447.0,4.0,4.0,Odisha,11084690.0
1671.0,5.0,6.0,Karnataka,28186024.0
2180.0,4.0,4.0,Sikkim,22224472.0
1718.0,3.0,3.0,Madhya Pradesh,11322626.0
1459.0,3.0,2.0,West Bengal,11350114.0
1968.0,2.0,1.0,Meghalaya,11364606.0
1662.0,4.0,5.0,Gujarat,18100690.0
2658.0,4.0,3.0,Punjab,19382991.0
2147.0,4.0,4.0,Jharkhand,19536810.0
1969.0,4.0,3.0,Madhya Pradesh,15113458.0
1628.0,3.0,2.0,Bihar,10476085.0
2635.0,4.0,4.0,Bihar,23598352.0
1221.0,4.0,5.0,Maharashtra,23576917.0
1464.0,2.0,1.0,Chhattisgarh,9365223.0
1163.0,4.0,5.0,West Bengal,11108823.0
2359.0,2.0,2.0,Tamil Nadu,31827515.0
2486.0,5.0,6.0,Odisha,20978462.0
1534.0,4.0,3.0,Puducherry,12003442.0
1380.0,2.0,3.0,Manipur,7893048.0
2126.0,3.0,2.0,Arunachal Pradesh,14557480.0
994.0,1.0,2.0,Jharkhand,5497462.0
2654.0,4.0,4.0,Ladakh,25054834.0
1647.0,4.0,4.0,Tripura,12080253.0
1591.0,3.0,2.0,Dadra and Nagar Haveli and Daman and Diu,10784036.0
1272.0,4.0,4.0,Ladakh,13424141.0
1697.0,2.0,1.0,Himachal Pradesh,12846080.0
1431.0,2.0,2.0,Bihar,7220524.0
1358.0,2.0,3.0,Assam,8358146.0
909.0,1.0,1.0,Jammu and Kashmir,5232578.0
2542.0,3.0,2.0,Arunachal Pradesh,18367466.0
1073.0,2.0,1.0,Arunachal Pradesh,7099917.0
1870.0,2.0,1.0,Himachal Pradesh,14803733.0
1372.0,3.0,2.0,Dadra and Nagar Haveli and Daman and Diu,8721379.0
2664.0,4.0,3.0,Madhya Pradesh,21394731.0
899.0,2.0,2.0,Andaman and Nicobar Islands,5513846.0
1409.0,4.0,3.0,Gujarat,13868657.0
1110.0,3.0,4.0,Kerala,13321252.0
1661.0,2.0,3.0,Uttarakhand,15176090.0
1205.0,3.0,4.0,Meghalaya,10120266.0
1364.0,2.0,2.0,Telangana,15173106.0
390.0,2.0,1.0,Himachal Pradesh,3419091.0
1928.0,3.0,4.0,Kerala,19988129.0
1230.0,2.0,1.0,Karnataka,15280782.0
751.0,2.0,2.0,Telangana,8459479.0
2001.0,3.0,3.0,Uttarakhand,17447068.0
804.0,2.0,3.0,Uttarakhand,4745768.0
2597.0,4.0,4.0,Punjab,20173469.0
1181.0,2.0,3.0,Lakshadweep,8070827.0
2773.0,5.0,6.0,Madhya Pradesh,23992622.0
2094.0,4.0,4.0,West Bengal,20434477.0
2280.0,5.0,6.0,Gujarat,26093925.0
1721.0,4.0,3.0,Himachal Pradesh,15404248.0
1646.0,2.0,3.0,Tripura,9918742.0
1473.0,3.0,2.0,Jammu and Kashmir,11865716.0
1358.0,2.0,3.0,Delhi,19045467.0
2428.0,4.0,4.0,Maharashtra,42536553.0
1177.0,3.0,4.0,Haryana,11879781.0
1554.0,2.0,1.0,Tripura,8855643.0
2598.0,4.0,4.0,Tripura,18032264.0
1666.0,2.0,3.0,Haryana,19040267.0
1365.0,3.0,2.0,Madhya Pradesh,10871316.0
1423.0,3.0,2.0,West Bengal,9862416.0
471.0,1.0,1.0,Puducherry,2242769.0
1524.0,3.0,2.0,Dadra and Nagar Haveli and Daman and Diu,9020964.0
2204.0,4.0,4.0,Manipur,18127972.0
1275.0,1.0,1.0,Meghalaya,7773759.0
1626.0,3.0,2.0,Mizoram,8584434.0
1893.0,2.0,1.0,Andaman and Nicobar Islands,11356870.0
844.0,3.0,2.0,Gujarat,10341064.0
1448.0,2.0,3.0,Tamil Nadu,17599366.0
2232.0,5.0,6.0,Delhi,44200542.0
1812.0,4.0,3.0,Gujarat,22265666.0
2079.0,2.0,1.0,Haryana,16493465.0
1852.0,2.0,1.0,Chhattisgarh,11150610.0
1801.0,3.0,4.0,Chandigarh,19540516.0
2608.0,3.0,4.0,Himachal Pradesh,21435890.0
701.0,3.0,4.0,Telangana,8622253.0
1545.0,2.0,1.0,Andaman and Nicobar Islands,11383975.0
1622.0,2.0,2.0,Gujarat,13601782.0
1271.0,5.0,4.0,Arunachal Pradesh,12316445.0
1400.0,3.0,4.0,Maharashtra,18467255.0
1289.0,4.0,4.0,Goa,19121308.0
2211.0,3.0,2.0,Rajasthan,16567681.0
2698.0,4.0,5.0,Manipur,20835033.0
1625.0,2.0,2.0,Rajasthan,11282319.0
862.0,2.0,2.0,Meghalaya,4227063.0
1375.0,4.0,3.0,Karnataka,20844745.0
2540.0,5.0,4.0,Tamil Nadu,28315458.0
1415.0,2.0,3.0,Ladakh,11452325.0
350.0,2.0,1.0,Uttarakhand,2963545.0
2077.0,3.0,2.0,West Bengal,15669348.0
1274.0,2.0,3.0,Manipur,7270373.0
1246.0,2.0,1.0,Nagaland,6683738.0
2114.0,4.0,4.0,Goa,28856749.0
1059.0,2.0,3.0,Sikkim,9007767.0
1118.0,3.0,3.0,Nagaland,6154482.0
1429.0,1.0,1.0,Tripura,8160909.0
2187.0,1.0,1.0,Goa,23957805.0
2747.0,3.0,3.0,Rajasthan,19318933.0
1423.0,2.0,2.0,Kerala,14370686.0
1784.0,3.0,3.0,Chhattisgarh,13336195.0
1692.0,2.0,1.0,Chhattisgarh,9871821.0
1731.0,5.0,4.0,Maharashtra,21048426.0
1981.0,3.0,4.0,Haryana,22180119.0
1337.0,4.0,5.0,Assam,9851617.0
1612.0,2.0,3.0,Karnataka,18721565.0
1300.0,2.0,1.0,Mizoram,8578399.0
1879.0,2.0,3.0,Haryana,21721974.0
1792.0,3.0,2.0,Uttarakhand,15412166.0
350.0,2.0,2.0,Rajasthan,2426260.0
1200.0,1.0,1.0,Lakshadweep,5674211.0
1741.0,2.0,3.0,Uttar Pradesh,12115913.0
1911.0,2.0,1.0,Karnataka,21856463.0
1573.0,2.0,3.0,Chandigarh,17833687.0
1977.0,2.0,1.0,Andhra Pradesh,11536397.0
1563.0,2.0,3.0,Uttar Pradesh,10259506.0
1621.0,3.0,3.0,Uttarakhand,16369567.0
2135.0,2.0,1.0,Puducherry,13175267.0
1652.0,2.0,1.0,Assam,8936824.0
1098.0,3.0,4.0,Gujarat,15804919.0
731.0,4.0,3.0,Andhra Pradesh,4963810.0
932.0,2.0,1.0,Andhra Pradesh,5770527.0
1787.0,3.0,3.0,Delhi,25016461.0
1852.0,5.0,4.0,Maharashtra,30277769.0
2153.0,3.0,2.0,Arunachal Pradesh,14769924.0
1421.0,4.0,4.0,West Bengal,11199327.0
2308.0,4.0,5.0,Kerala,27274069.0
1208.0,1.0,2.0,Goa,11550426.0
1589.0,3.0,4.0,Lakshadweep,15072489.0
1909.0,3.0,2.0,Rajasthan,13047403.0
2696.0,5.0,5.0,Haryana,37327419.0
1181.0,3.0,2.0,Andhra Pradesh,7957682.0
1226.0,2.0,3.0,Andhra Pradesh,7934936.0
1991.0,3.0,3.0,Tamil Nadu,25296572.0
2258.0,2.0,1.0,Bihar,11469456.0
1610.0,4.0,5.0,Meghalaya,13137014.0
1469.0,3.0,2.0,Jammu and Kashmir,12072263.0
1899.0,3.0,2.0,Punjab,15205088.0
2178.0,4.0,5.0,Arunachal Pradesh,15518717.0
1631.0,3.0,3.0,Tripura,11051337.0
1888.0,3.0,4.0,Odisha,12700748.0
2172.0,4.0,4.0,Kerala,30015218.0
2704.0,4.0,5.0,Dadra and Nagar Haveli and Daman and Diu,20150161.0
2512.0,4.0,4.0,West Bengal,21612887.0
1250.0,1.0,1.0,Gujarat,11666582.0
1642.0,3.0,2.0,Ladakh,13938117.0
1688.0,2.0,3.0,Jharkhand,9525605.0
1753.0,4.0,3.0,Delhi,21110927.0
1432.0,3.0,3.0,Jharkhand,11500521.0
1418.0,3.0,2.0,Chandigarh,12347883.0
1951.0,2.0,1.0,Andaman and Nicobar Islands,12746955.0
1070.0,2.0,2.0,Gujarat,10304483.0
1334.0,3.0,2.0,Bihar,9788487.0
1429.0,2.0,2.0,Jharkhand,9814138.0
2502.0,2.0,3.0,Telangana,27726500.0
1868.0,4.0,3.0,Chandigarh,18802312.0
1570.0,4.0,3.0,Andaman and Nicobar Islands,13296600.0
1303.0,2.0,1.0,Assam,7516677.0
2172.0,2.0,3.0,Lakshadweep,9837161.0
732.0,5.0,5.0,Goa,12876262.0
1070.0,3.0,3.0,Ladakh,8395019.0
3032.0,3.0,2.0,Andhra Pradesh,22477778.0
1643.0,2.0,3.0,Haryana,18945975.0
1141.0,2.0,1.0,Jharkhand,7134162.0
1242.0,1.0,2.0,Karnataka,15350115.0
1674.0,3.0,2.0,Madhya Pradesh,11968362.0
1706.0,1.0,2.0,Rajasthan,12145252.0
2109.0,1.0,1.0,Kerala,15384088.0
1761.0,3.0,2.0,Tamil Nadu,22800062.0
1748.0,5.0,5.0,Madhya Pradesh,16700549.0
2389.0,4.0,3.0,Goa,33615544.0
1206.0,3.0,2.0,Delhi,17790829.0
1152.0,3.0,3.0,Haryana,11621804.0
850.0,3.0,2.0,Manipur,7448753.0
859.0,2.0,2.0,Delhi,12933073.0
1219.0,3.0,4.0,Tripura,9502372.0
1435.0,3.0,2.0,Ladakh,13220564.0
1753.0,3.0,3.0,Telangana,26929459.0
1223.0,4.0,3.0,Nagaland,8180382.0
534.0,5.0,5.0,Himachal Pradesh,4895206.0
731.0,1.0,1.0,Delhi,8883210.0
1123.0,2.0,1.0,Puducherry,7237918.0
1124.0,2.0,1.0,Haryana,9972255.0
2280.0,2.0,3.0,Delhi,28492381.0
1180.0,2.0,1.0,Uttar Pradesh,5254932.0
1798.0,2.0,3.0,Ladakh,14617277.0
2106.0,4.0,5.0,Andhra Pradesh,15938541.0
1900.0,3.0,3.0,Ladakh,18899510.0
1745.0,4.0,3.0,Kerala,22268298.0
1202.0,1.0,2.0,Telangana,14188391.0
906.0,1.0,2.0,Odisha,5674986.0
1754.0,2.0,1.0,Chhattisgarh,8978352.0
1383.0,2.0,3.0,Chandigarh,14632508.0
1003.0,2.0,3.0,Manipur,7292379.0
2662.0,5.0,4.0,Andhra Pradesh,26252778.0
1773.0,2.0,1.0,Haryana,20279873.0
1190.0,2.0,3.0,Bihar,6410524.0
1745.0,3.0,2.0,Andaman and Nicobar Islands,11678844.0
1769.0,3.0,3.0,Uttar Pradesh,11731222.0
1041.0,3.0,2.0,Assam,7459098.0
1493.0,2.0,3.0,Andaman and Nicobar Islands,10108911.0
1273.0,4.0,3.0,Uttar Pradesh,9650485.0
917.0,2.0,1.0,Chhattisgarh,6427684.0
808.0,3.0,2.0,Sikkim,6058427.0
1565.0,3.0,2.0,Andhra Pradesh,9613731.0
1998.0,4.0,4.0,Chandigarh,20643646.0
1070.0,2.0,1.0,Assam,6388100.0
2784.0,3.0,4.0,Odisha,17896586.0
1610.0,1.0,1.0,Meghalaya,9155523.0
2098.0,2.0,1.0,Ladakh,15792662.0
1706.0,1.0,2.0,Delhi,17056630.0
2460.0,3.0,3.0,Assam,19786573.0
1082.0,2.0,3.0,Maharashtra,13406945.0
555.0,3.0,2.0,Delhi,8110009.0
958.0,1.0,2.0,Manipur,5594751.0
2200.0,4.0,4.0,Nagaland,17680517.0
2633.0,4.0,5.0,Tamil Nadu,37711615.0
1569.0,2.0,2.0,Ladakh,12541386.0
1867.0,1.0,2.0,Andaman and Nicobar Islands,12118878.0
1497.0,1.0,1.0,Gujarat,11897182.0
2574.0,4.0,3.0,Tamil Nadu,39371430.0
1154.0,2.0,1.0,Madhya Pradesh,6498653.0
759.0,3.0,4.0,Meghalaya,6244133.0
2468.0,3.0,4.0,Kerala,25304731.0
2483.0,4.0,4.0,Chandigarh,32239110.0
1472.0,3.0,4.0,Tripura,11180093.0
1153.0,3.0,2.0,Punjab,9571343.0
1792.0,5.0,4.0,West Bengal,13246055.0
987.0,2.0,2.0,Tamil Nadu,9745939.0
1538.0,4.0,4.0,Gujarat,16777912.0
547.0,1.0,2.0,Goa,5035500.0
1566.0,3.0,4.0,Delhi,18181698.0
1347.0,4.0,3.0,Uttar Pradesh,11290246.0
2040.0,3.0,4.0,Maharashtra,28382560.0
2039.0,3.0,3.0,Kerala,20446161.0
1592.0,2.0,3.0,Uttarakhand,12630381.0
1058.0,2.0,1.0,Manipur,6128770.0
1268.0,2.0,1.0,Tripura,9479310.0
1466.0,3.0,2.0,West Bengal,9383001.0
1737.0,3.0,4.0,Arunachal Pradesh,11019065.0
1431.0,2.0,1.0,Jammu and Kashmir,12039919.0
2063.0,2.0,3.0,Puducherry,13584812.0
1396.0,2.0,3.0,Sikkim,14456294.0
2005.0,2.0,1.0,Chandigarh,17130962.0
1153.0,2.0,3.0,Haryana,12548098.0
947.0,4.0,3.0,Madhya Pradesh,8345851.0
1566.0,3.0,2.0,Rajasthan,10305575.0
1905.0,2.0,2.0,Bihar,11278594.0
2276.0,3.0,2.0,Manipur,17398944.0
1587.0,4.0,3.0,Gujarat,19339900.0
1262.0,2.0,1.0,Dadra and Nagar Haveli and Daman and Diu,6541874.0
1249.0,2.0,2.0,Lakshadweep,7019155.0
1441.0,1.0,1.0,Jharkhand,5733731.0
1506.0,1.0,1.0,Meghalaya,9229782.0
1861.0,4.0,4.0,Haryana,21233789.0
2523.0,5.0,5.0,Sikkim,26916112.0
916.0,1.0,2.0,Arunachal Pradesh,4365857.0
1694.0,3.0,2.0,Telangana,19061280.0
2133.0,1.0,1.0,Andhra Pradesh,11500985.0
2020.0,3.0,4.0,Puducherry,14001993.0
1531.0,4.0,4.0,Himachal Pradesh,15402277.0
1479.0,2.0,1.0,Jammu and Kashmir,12154014.0
1408.0,1.0,1.0,Andaman and Nicobar Islands,10247230.0
350.0,3.0,3.0,Odisha,2541880.0
1516.0,5.0,4.0,Chandigarh,21555182.0
1449.0,2.0,2.0,Mizoram,8480448.0
1239.0,2.0,1.0,Puducherry,6177406.0
1605.0,2.0,2.0,Tamil Nadu,18445760.0
2610.0,3.0,4.0,Odisha,15906335.0
